FECHA,O3,UV_MAX,PP
2022-01-01,245.9,13.0,4.4
2022-01-02,246.0,13.0,0.0
2022-01-03,242.6,13.0,1.2
2022-01-04,245.1,12.0,0.0
2022-01-05,247.9,11.0,0.0
2022-01-06,242.0,12.0,6.2
2022-01-07,242.0,12.0,0.20000000000000018
2022-01-08,247.0,13.0,0.0
2022-01-09,241.8,11.0,0.0
2022-01-10,244.6,12.0,2.2
2022-01-11,246.6,7.0,4.4
2022-01-12,247.9,9.0,0.8
2022-01-13,241.1,4.000000000000001,2.8
2022-01-14,245.8,12.0,2.8
2022-01-15,241.1,9.0,6.6
2022-01-16,240.9,6.0,0.3999999999999999
2022-01-17,246.6,14.0,4.6
2022-01-18,246.9,10.0,9.8
2022-01-19,243.9,13.0,4.4
2022-01-20,239.43333333333334,14.0,2.4
2022-01-21,245.9,14.0,3.2
2022-01-22,245.7,14.0,0.8
2022-01-23,240.9,11.0,1.0
2022-01-24,240.1,12.0,12.6
2022-01-25,243.1,14.0,4.8
2022-01-26,239.9,8.0,4.4
2022-01-27,244.8,11.0,11.6
2022-01-28,245.9,8.0,0.6000000000000001
2022-01-29,244.0,11.0,0.8
2022-01-30,239.26666666666668,6.0,0.0
2022-01-31,243.0,9.0,6.6
2022-02-01,245.0,8.0,0.20000000000000018
2022-02-02,237.13333333333333,11.0,5.0
2022-02-03,241.1,7.0,2.2
2022-02-04,241.7,13.0,8.4
2022-02-05,241.7,13.0,5.6
2022-02-06,240.6,8.0,0.3999999999999999
2022-02-07,242.1,9.0,4.6
2022-02-08,238.8,12.0,11.8
2022-02-09,244.5,11.0,0.0
2022-02-10,245.3,8.0,7.200000000000001
2022-02-11,242.3,13.0,6.2
2022-02-12,245.9,14.0,12.0
2022-02-13,245.0,14.0,0.20000000000000018
2022-02-14,242.1,13.0,0.0
2022-02-15,240.8,12.0,0.8
2022-02-16,240.8,11.0,9.8
2022-02-17,242.3,6.0,10.4
2022-02-18,239.83333333333334,9.0,7.4
2022-02-19,239.2,12.0,4.8
2022-02-20,245.6,10.0,0.20000000000000018
2022-02-21,245.1,13.0,4.4
2022-02-22,243.2,6.0,0.6000000000000001
2022-02-23,244.5,12.0,4.4
2022-02-24,244.9,13.0,2.6
2022-02-25,241.9,11.0,14.4
2022-02-26,242.3,11.0,14.2
